BankCode,Bank Name,Branch,MICR,IFSC,Address,Location,NetWorth,DefaultBank,,,,,
19144,Axis Bank,CHUNABHATTI BHOPAL,462211023,UTIB0004456,CHUNABHATTI BHOPAL   999999,,,0,,,,,
19149,Axis Bank,CHINMAYA NAGAR,600211092,UTIB0003450,CHINMAYA NAGAR   999999,,,0,,,,,
19152,Axis Bank,SHYAMNAGAR,700211068,UTIB0001488,SHYAMNAGAR   999999,,,0,,,,,
19154,Axis Bank,KADAPA,516211002,UTIB0001113,KADAPA   999999,,,0,,,,,
19157,Axis Bank,MEDAVAKKAM,600211033,UTIB0001119,MEDAVAKKAM   999999,,,0,,,,,
19168,Axis Bank,LASUDIA MORI,452211008,UTIB0001173,LASUDIA MORI   999999,,,0,,,,,
19045,Axis Bank,DHANORI PUNE,411211067,UTIB0004160,DHANORI PUNE   999999,,,0,,,,,
19050,Axis Bank,"ALAMBAGH, LUCKNOW",22621105,UTIB0000712,"ALAMBAGH, LUCKNOW   999999",,,0,,,,,
19055,AXIS BANK,RAIPUR (CHHATISGARH),492211002,UTIB0000139,RAIPUR (CHHATISGARH)   999999,,,0,,,,,
19060,Axis Bank,NANAKWADA,396211004,UTIB0002279,NANAKWADA   999999,,,0,,,,,
19082,Axis Bank,"UDALPUR, VADODARA",390211012,UTIB0001670,"UDALPUR, VADODARA   999999",,,0,,,,,
19087,Axis Bank,RATIA,125211502,UTIB0001303,RATIA   999999,,,0,,,,,
19097,Axis Bank,KURUKSHETRA [HARYANA],136211002,UTIB0000314,KURUKSHETRA [HARYANA]   999999,,,0,,,,,
19105,Axis Bank,NEHRU NAGAR KURLA EAST,400211192,UTIB0004229,NEHRU NAGAR KURLA EAST   999999,,,0,,,,,
19110,Axis Bank,KADAMKUAN,800211018,UTIB0003177,KADAMKUAN   999999,,,0,,,,,
19112,Axis Bank,"KALSANKA, UDUPI",576211009,UTIB0005219,"KALSANKA, UDUPI   999999",,,0,,,,,
19000,Axis Bank,BARPALI,768211506,UTIB0003897,BARPALI   999999,,,0,,,,,
18995,Axis Bank,TILAK ROAD,444211004,UTIB0004673,TILAK ROAD   999999,,,0,,,,,
18973,Axis Bank,DABHOI,391211062,UTIB0003851,DABHOI   999999,,,0,,,,,
18978,Axis Bank,"G S MARG, JAMMU",180211003,UTIB0001011,"G S MARG, JAMMU   999999",,,0,,,,,
18979,Axis Bank,MAHANAGAR LUCKNOW,226211020,UTIB0003432,MAHANAGAR LUCKNOW   999999,,,0,,,,,
19022,AXIS BANK,GUNTUR,520211102,UTIB0000070,GUNTUR   999999,,,0,,,,,
19035,AXIS BANK,SARAT BOSE ROAD BRANCH,700211029,UTIB0000411,SARAT BOSE ROAD BRANCH   999999,,,0,,,,,
18684,Axis Bank,CHINDWARA,480211001,UTIB0000670,CHINDWARA   999999,,,0,,,,,
18687,Axis Bank,CHODAVARAM,531211003,UTIB0004087,CHODAVARAM   999999,,,0,,,,,
18692,Axis Bank,KORATTUR,600211060,UTIB0001767,KORATTUR   999999,,,0,,,,,
18750,Axis Bank,AKKAYYAPALEM,530211012,UTIB0003057,AKKAYYAPALEM   999999,,,0,,,,,
18752,Axis Bank,AYOTHIAPATTINAM,636211012,UTIB0001526,AYOTHIAPATTINAM   999999,,,0,,,,,
18763,Axis Bank,RISHIKESH,249211002,UTIB0000156,RISHIKESH   999999,,,0,,,,,
18766,Axis Bank,BOINDA,759211106,UTIB0004639,BOINDA   999999,,,0,,,,,
18771,Axis Bank,"RAVIPURAM,KOCHI",682211009,UTIB0001459,"RAVIPURAM,KOCHI   999999",,,0,,,,,
18775,Axis Bank,DOOMDOOMA,786211152,UTIB0003219,DOOMDOOMA   999999,,,0,,,,,
18781,Axis Bank,SAHARA DARWAJA,395211030,UTIB0003218,SAHARA DARWAJA   999999,,,0,,,,,
18789,Axis Bank,KSRTC LAYOUT JP NAGAR,400211000,UTIB0004070,KSRTC LAYOUT JP NAGAR   999999,,,0,,,,,
18802,Axis Bank,"GARH ROAD , MEERUT",250211003,UTIB0001100,"GARH ROAD , MEERUT   999999",,,0,,,,,
18811,Axis Bank,SUTHANI,123211203,UTIB0003951,SUTHANI   999999,,,0,,,,,
18812,Axis Bank,POONAM NAGAR ANDHERI EAST,400211204,UTIB0004683,POONAM NAGAR ANDHERI EAST   999999,,,0,,,,,
18838,Axis Bank,DHANKOT,110211289,UTIB0004150,DHANKOT   999999,,,0,,,,,
18844,Axis Bank,VED ROAD,395211026,UTIB0002891,VED ROAD   999999,,,0,,,,,
18852,Axis Bank,WAGHOLI,411211058,UTIB0003191,WAGHOLI   999999,,,0,,,,,
18874,Axis Bank,SEMMEDU,606211003,UTIB0003583,SEMMEDU   999999,,,0,,,,,
18876,Axis Bank,MANDLA,481211101,UTIB0002049,MANDLA   999999,,,0,,,,,
18894,Axis Bank,CUDDALORE,607211999,UTIB0000798,CUDDALORE   999999,,,0,,,,,
18896,Axis Bank,"SULTANPUR, UTTAR PRADESH",228211999,UTIB0000745,"SULTANPUR, UTTAR PRADESH   999999",,,0,,,,,
18901,Axis Bank,KUPPAM,517211005,UTIB0004327,KUPPAM   999999,,,0,,,,,
18914,Axis Bank,REWARI JHAJJAR CHOWK,123211004,UTIB0003448,REWARI JHAJJAR CHOWK   999999,,,0,,,,,
18921,Axis Bank,HAVERI,581211052,UTIB0001110,HAVERI   999999,,,0,,,,,
18924,Axis Bank,TAJLINK ROAD (AGRA),282211003,UTIB0000643,TAJLINK ROAD (AGRA)   999999,,,0,,,,,
18934,Axis Bank,DEEG,321211203,UTIB0001247,DEEG   999999,,,0,,,,,
18935,Axis Bank,PALAMANER,517211682,UTIB0003034,PALAMANER   999999,,,0,,,,,
18971,Axis Bank,DOIWALA,248211009,UTIB0003427,DOIWALA   999999,,,0,,,,,
19850,Axis Bank,GHATLODIYA,380211023,UTIB0001335,GHATLODIYA   999999,,,0,,,,,
19853,Axis Bank,ASHRAM ROAD,380211045,UTIB0002642,ASHRAM ROAD   999999,,,0,,,,,
19892,Axis Bank,CLUB ROAD PUNJABI BAGH,110211236,UTIB0003742,CLUB ROAD PUNJABI BAGH   999999,,,0,,,,,
19895,Axis Bank,MALAD (EAST),400211086,UTIB0001344,MALAD (EAST)   999999,,,0,,,,,
19907,Axis Bank,BEED,431211302,UTIB0001090,BEED   999999,,,0,,,,,
18333,Axis Bank,UTIB0001542,208211005,UTIB0001542,UTIB0001542   999999,,,0,,,,,
18328,Axis Bank,MARREDPALLY,500211031,UTIB0001319,MARREDPALLY   999999,,,0,,,,,
18323,Axis Bank,"VIZIANAGARAM, ANDHRA PRADESH",535211002,UTIB0000614,"VIZIANAGARAM, ANDHRA PRADESH   999999",,,0,,,,,
18356,Axis Bank,RENUKOOT,231211251,UTIB0001880,RENUKOOT   999999,,,0,,,,,
18354,Axis Bank,NAGERCOIL [TAMIL NADU],629211002,UTIB0000405,NAGERCOIL [TAMIL NADU]   999999,,,0,,,,,
18361,Axis Bank,UTALSAR (THANE),400211043,UTIB0000509,UTALSAR (THANE)   999999,,,0,,,,,
18365,Axis Bank,IMPHAL (MANIPUR),795211002,UTIB0000657,IMPHAL (MANIPUR)   999999,,,0,,,,,
18374,Axis Bank,LAWRENCE ROAD EXTENSION,143211010,UTIB0001815,LAWRENCE ROAD EXTENSION   999999,,,0,,,,,
18387,Axis Bank,INDIRAPURAM (GHAZIABAD),110211055,UTIB0000636,INDIRAPURAM (GHAZIABAD)   999999,,,0,,,,,
18268,Axis Bank,ROSEWOOD CITY,110211151,UTIB0002456,ROSEWOOD CITY   999999,,,0,,,,,
18273,Axis Bank,BRABOURNE ROAD,700211095,UTIB0002184,BRABOURNE ROAD   999999,,,0,,,,,
18291,Axis Bank,PAL ROAD JODHPUR,342211005,UTIB0003296,PAL ROAD JODHPUR   999999,,,0,,,,,
18299,Axis Bank,JODHPUR,342211002,UTIB0000057,JODHPUR   999999,,,0,,,,,
18307,Axis Bank,JIRIDAMALI,759211501,UTIB0002320,JIRIDAMALI   999999,,,0,,,,,
18308,Axis Bank,DUMUDUMA,751211009,UTIB0001409,DUMUDUMA   999999,,,0,,,,,
18313,Axis Bank,GADAG (KARNATAKA),582211002,UTIB0000413,GADAG (KARNATAKA)   999999,,,0,,,,,
18177,AXIS BANK,SORO,756211508,UTIB0002557,SORO   999999,,,0,,,,,
18202,Axis Bank,PREMIUMBRANCHCHANDIGARH,160211016,UTIB0001629,PREMIUMBRANCHCHANDIGARH   999999,,,0,,,,,
18217,Axis Bank,KAMPTEE,440211013,UTIB0002598,KAMPTEE   999999,,,0,,,,,
18220,Axis Bank,JP NAGAR,560211140,UTIB0004575,JP NAGAR   999999,,,0,,,,,
18104,AXIS BANK,AMGAON,441211503,UTIB0003990,"GR FLR, MAIN RD, NR AMBEDKAR SQUARE,   441902",GONDIA,0,0,,,,,
18110,Axis Bank,SAMANA [PUNJAB],147211101,UTIB0000334,SAMANA [PUNJAB]   999999,,,0,,,,,
18135,Axis Bank,DEVARAJ URS ROAD,570211004,UTIB0001927,DEVARAJ URS ROAD   999999,,,0,,,,,
18139,Axis Bank,MAHADEVPURA,560211071,UTIB0003075,MAHADEVPURA   999999,,,0,,,,,
18141,Axis Bank,COLLEGE SQUARE,753211005,UTIB0001072,COLLEGE SQUARE   999999,,,0,,,,,
18156,Axis Bank,JUNAGADH (GUJARAT),362211002,UTIB0000252,JUNAGADH (GUJARAT)   999999,,,0,,,,,
18171,Axis Bank,SAMAGOGA,370211123,UTIB0002271,SAMAGOGA   999999,,,0,,,,,
18173,Axis Bank,LAL GANESH,781211014,UTIB0002965,LAL GANESH   999999,,,0,,,,,
18392,Axis Bank,JHANJHARPUR,847211202,UTIB0002930,JHANJHARPUR   999999,,,0,,,,,
18404,Axis Bank,DIGHA,800211014,UTIB0002765,DIGHA   999999,,,0,,,,,
18418,Axis Bank,SINNAR,422211009,UTIB0002063,SINNAR   999999,,,0,,,,,
18422,Axis Bank,CONNAUGHT PLACE,110211144,UTIB0002193,CONNAUGHT PLACE   999999,,,0,,,,,
18483,Axis Bank,EGMORE,600211024,UTIB0000780,EGMORE   999999,,,0,,,,,
18495,Axis Bank,KOTHARIYA ROAD RAJKOT,360211017,UTIB0005153,KOTHARIYA ROAD RAJKOT   999999,,,0,,,,,
18518,Axis Bank,KURUVIKARAMBAI THANJAVUR,614211103,UTIB0003636,KURUVIKARAMBAI THANJAVUR   999999,,,0,,,,,
18527,Axis Bank,PATHANAMTHITTA (KERALA),689211102,UTIB0000169,PATHANAMTHITTA (KERALA)   999999,,,0,,,,,
18545,Axis Bank,AMBALPADI UDUPI,576211006,UTIB0003753,AMBALPADI UDUPI   999999,,,0,,,,,
18546,Axis Bank,KAVALI,524211202,UTIB0001863,KAVALI   999999,,,0,,,,,
18556,Axis Bank,MUNIGUDA,765211004,UTIB0004638,MUNIGUDA   999999,,,0,,,,,
18569,Axis Bank,C BLOCK SRIGANGANAGAR,335211003,UTIB0002877,C BLOCK SRIGANGANAGAR   999999,,,0,,,,,
18578,Axis Bank,"REWA, M.P.",482211002,UTIB0000500,"REWA, M.P.   999999",,,0,,,,,
18579,Axis Bank,VARANASI [UTTAR PRADESH],221211002,UTIB0000287,VARANASI [UTTAR PRADESH]   999999,,,0,,,,,
18587,Axis Bank,"KAMOTHE, NAVI MUMBAI",400211069,UTIB0000885,"KAMOTHE, NAVI MUMBAI   999999",,,0,,,,,
18620,Axis Bank,"SURATHKAL, MANGALORE",575211005,UTIB0001137,"SURATHKAL, MANGALORE   999999",,,0,,,,,
18630,Axis Bank,"SAGAR, MADHYA PRADESH",470211001,UTIB0000612,"SAGAR, MADHYA PRADESH   999999",,,0,,,,,
18645,Axis Bank,MEHAM,124211001,UTIB0003036,MEHAM   999999,,,0,,,,,
18673,Axis Bank,KUDAL,416211451,UTIB0002630,KUDAL   999999,,,0,,,,,
17981,Axis Bank,SECUNDERABAD,500211005,UTIB0000068,SECUNDERABAD   999999,,,0,,,,,
17994,Axis Bank,MUNDRA (GUJARAT),370211121,UTIB0000460,MUNDRA (GUJARAT)   999999,,,0,,,,,
18006,Axis Bank,SUSHANT LOK,110211172,UTIB0002913,SUSHANT LOK   999999,,,0,,,,,
18032,Axis Bank,SHEKHUPUR,147211007,UTIB0002135,SHEKHUPUR   999999,,,0,,,,,
18052,Axis Bank,"BARBIL, ORISSA",758211002,UTIB0000502,"BARBIL, ORISSA   999999",,,0,,,,,
18069,Axis Bank,AJMER [RAJASTHAN],305211002,UTIB0000356,AJMER [RAJASTHAN]   999999,,,0,,,,,
18071,Axis Bank,NAGPUR (SERVICE BRANCH),440211001,UTIB0001537,NAGPUR (SERVICE BRANCH)   999999,,,0,,,,,
18087,Axis Bank,PARBHANI,431211202,UTIB0001042,PARBHANI   999999,,,0,,,,,
18092,Axis Bank,"JAUNPUR, UTTAR PRADESH",222211002,UTIB0000638,"JAUNPUR, UTTAR PRADESH   999999",,,0,,,,,
18101,Axis Bank,AMBAD,422211006,UTIB0000849,AMBAD   999999,,,0,,,,,
17901,Axis Bank,ROURKELA (ORISSA),769211002,UTIB0000262,ROURKELA (ORISSA)   999999,,,0,,,,,
17902,Axis Bank,PEDDAHOTTUR,518211562,UTIB0002038,PEDDAHOTTUR   999999,,,0,,,,,
17909,Axis Bank,HYDERNAGAR,500211056,UTIB0002744,HYDERNAGAR   999999,,,0,,,,,
17914,Axis Bank,AECS LAYOUT,560211089,UTIB0003362,AECS LAYOUT   999999,,,0,,,,,
17922,Axis Bank,JANATA SAHAKARI BANK LTD,441820501,UTIB0SJSBL1,JANATA SAHAKARI BANK LTD   999999,,,0,,,,,
17925,AXIS BANK,GREATER KAILASH I,110211321,UTIB0004504,GREATER KAILASH 1 M 20 GREATER KAILASH PART I MARKET  110048,DELHI,0,0,,,,,
17945,Axis Bank,PANCHKULA SECTOR TWENTY FIVE,160211065,UTIB0003943,PANCHKULA SECTOR TWENTY FIVE   999999,,,0,,,,,
17950,Axis Bank,CHINTAMANI,563211302,UTIB0001203,CHINTAMANI   999999,,,0,,,,,
17827,Axis Bank,KHED-SHIVAPUR,411211020,UTIB0001039,KHED-SHIVAPUR   999999,,,0,,,,,
17829,Axis Bank,PUGMIL ROAD,825211004,UTIB0004421,PUGMIL ROAD   999999,,,0,,,,,
17840,Axis Bank,TULSI,493211503,UTIB0001903,TULSI   999999,,,0,,,,,
17843,Axis Bank,KUSUMKHERA HALDWANI,263211004,UTIB0003712,KUSUMKHERA HALDWANI   999999,,,0,,,,,
17849,Axis Bank,GANESH NAGAR,110211336,UTIB0004619,GANESH NAGAR   999999,,,0,,,,,
17869,Axis Bank,"VARACHHA ROAD, SURAT",395211005,UTIB0000848,"VARACHHA ROAD, SURAT   999999",,,0,,,,,
17800,Axis Bank,ORLEM MALAD W,400211264,UTIB0003024,ORLEM MALAD W   999999,,,0,,,,,
17805,Axis Bank,VISNAGAR (GUJARAT),384211121,UTIB0000461,VISNAGAR (GUJARAT)   999999,,,0,,,,,
17746,Axis Bank,ASHOK NAGAR,473211078,UTIB0001208,ASHOK NAGAR   999999,,,0,,,,,
17752,Axis Bank,ODHAV,380211049,UTIB0002651,ODHAV   999999,,,0,,,,,
17764,Axis Bank,"LASHKAR, GWALIOR",474211003,UTIB0001055,"LASHKAR, GWALIOR   999999",,,0,,,,,
17675,Axis Bank,YAGNIK ROAD,360211014,UTIB0004518,YAGNIK ROAD   999999,,,0,,,,,
17705,Axis Bank,FIELDGANJ,141211039,UTIB0004408,FIELDGANJ   999999,,,0,,,,,
17732,Axis Bank,PALLADAM,641211103,UTIB0001205,PALLADAM   999999,,,0,,,,,
17553,Axis Bank,BHAGWAN BAZAR CHAPRA,841211003,UTIB0003638,BHAGWAN BAZAR CHAPRA   999999,,,0,,,,,
17556,Axis Bank,KENGERI SATELLITE TOWN,560211074,UTIB0003126,KENGERI SATELLITE TOWN   999999,,,0,,,,,
17518,Axis Bank,R K CIRCLE,422211012,UTIB0002993,R K CIRCLE   999999,,,0,,,,,
17514,Axis Bank,KUBERNAGAR,380211058,UTIB0003120,KUBERNAGAR   999999,,,0,,,,,
17521,Axis Bank,"MOHALI ,PHASE 5",160211019,UTIB0001675,"MOHALI ,PHASE 5   999999",,,0,,,,,
17540,Axis Bank,CPRF SQUARE,751211005,UTIB0000551,CPRF SQUARE   999999,,,0,,,,,
17587,Axis Bank,PORBANDAR (GUJARAT),360211121,UTIB0000222,PORBANDAR (GUJARAT)   999999,,,0,,,,,
17607,Axis Bank,IOC ROAD AHMEDABAD,380211072,UTIB0003593,IOC ROAD AHMEDABAD   999999,,,0,,,,,
17628,Axis Bank,KANKARBAGH,800211010,UTIB0001896,KANKARBAGH   999999,,,0,,,,,
17506,Axis Bank,OZAR,422211502,UTIB0003795,OZAR   999999,,,0,,,,,
17497,Axis Bank,"FARRUKHABAD, UTTAR PRADESH",209211002,UTIB0000625,"FARRUKHABAD, UTTAR PRADESH   999999",,,0,,,,,
17481,Axis Bank,PARKAL,506211007,UTIB0004595,PARKAL   999999,,,0,,,,,
17445,Axis Bank,NIRMAN NAGAR,302211019,UTIB0003235,NIRMAN NAGAR   999999,,,0,,,,,
17469,Axis Bank,AIRFORCE,361211007,UTIB0004557,AIRFORCE   999999,,,0,,,,,
17470,Axis Bank,TIRUNELVELI (TAMIL NADU),627211002,UTIB0000258,TIRUNELVELI (TAMIL NADU)   999999,,,0,,,,,
17475,Axis Bank,AJAY ENCLAVE,110211278,UTIB0004098,AJAY ENCLAVE   999999,,,0,,,,,
17372,Axis Bank,POOLAPALLE (ANDHRA PRADESH),534211302,UTIB0000216,POOLAPALLE (ANDHRA PRADESH)   999999,,,0,,,,,
17387,Axis Bank,SECTOR TWENTY THREE GURGAON,110211200,UTIB0003233,SECTOR TWENTY THREE GURGAON   999999,,,0,,,,,
17394,Axis Bank,INDUSTRIAL AREA CHANDIGARH,160211054,UTIB0003338,INDUSTRIAL AREA CHANDIGARH   999999,,,0,,,,,
17405,Axis Bank,RISALI BHILAI CHHATTISGARH,490211004,UTIB0003162,RISALI BHILAI CHHATTISGARH   999999,,,0,,,,,
17421,Axis Bank,PADANA,370211002,UTIB0002256,PADANA   999999,,,0,,,,,
17422,Axis Bank,KUTTANELLUR,680211013,UTIB0004877,KUTTANELLUR   999999,,,0,,,,,
17433,Axis Bank,SHRIRAMPUR,413211709,UTIB0001370,SHRIRAMPUR   999999,,,0,,,,,
17244,Axis Bank,NAWADA,805211002,UTIB0002191,NAWADA   999999,,,0,,,,,
17264,Axis Bank,VEPERY,600211063,UTIB0001885,VEPERY   999999,,,0,,,,,
17273,Axis Bank,"LAKE TOWN,KOLKATA(WEST BENGAL)",700211015,UTIB0000191,"LAKE TOWN,KOLKATA(WEST BENGAL)   999999",,,0,,,,,
17281,Axis Bank,KRISHNANAGAR (WEST BENGAL),741211102,UTIB0000237,KRISHNANAGAR (WEST BENGAL)   999999,,,0,,,,,
17283,Axis Bank,CHAMBA,176211002,UTIB0004483,CHAMBA   999999,,,0,,,,,
17287,Axis Bank,SALIGRAMAM,600211045,UTIB0001503,SALIGRAMAM   999999,,,0,,,,,
17294,Axis Bank,VIDISHA (MADHYA PRADESH),464211201,UTIB0000646,VIDISHA (MADHYA PRADESH)   999999,,,0,,,,,
17311,Axis Bank,AMROLI,395211000,UTIB0003118,AMROLI   999999,,,0,,,,,
17351,Axis Bank,DHARAMKARAMROAD,500211082,UTIB0004055,DHARAMKARAMROAD   999999,,,0,,,,,
17358,Axis Bank,"S.V. ROAD, ANDHERI (WEST)",400211061,UTIB0000740,"S.V. ROAD, ANDHERI (WEST)   999999",,,0,,,,,
17370,Axis Bank,BHIMAVARAM,534211403,UTIB0002625,BHIMAVARAM   999999,,,0,,,,,
16992,Axis Bank,SHEIKHPORA BUDGAM,191211002,UTIB0005494,SHEIKHPORA BUDGAM   999999,,,0,,,,,
16975,Axis Bank,PALDI,380211018,UTIB0001064,PALDI   999999,,,0,,,,,
16935,Axis Bank,SHAHADA,425211302,UTIB0002833,SHAHADA   999999,,,0,,,,,
16948,Axis Bank,KANNA CHOWK,413211004,UTIB0001723,KANNA CHOWK   999999,,,0,,,,,
16951,Axis Bank,DAKSHINESWAR,700211066,UTIB0001507,DAKSHINESWAR   999999,,,0,,,,,
16961,Axis Bank,VARTHUR ROAD,560211109,UTIB0003749,VARTHUR ROAD   999999,,,0,,,,,
17003,Axis Bank,R S PURAM,641211004,UTIB0000563,R S PURAM   999999,,,0,,,,,
17019,Axis Bank,GUDIYATHAM,632211362,UTIB0001860,GUDIYATHAM   999999,,,0,,,,,
17050,Axis Bank,MEERA BAGH,110211046,UTIB0000533,MEERA BAGH   999999,,,0,,,,,
17064,Axis Bank,KOMPALLY,500211019,UTIB0000702,KOMPALLY   999999,,,0,,,,,
17084,Axis Bank,EDAPPALLY,682211016,UTIB0003197,EDAPPALLY   999999,,,0,,,,,
17090,Axis Bank,MALABAR HILL,400211205,UTIB0004687,MALABAR HILL   999999,,,0,,,,,
17097,Axis Bank,DOMARI,221211011,UTIB0004660,DOMARI   999999,,,0,,,,,
17101,Axis Bank,GANDHIDHAM,370211005,UTIB0004513,GANDHIDHAM   999999,,,0,,,,,
17105,Axis Bank,GOLE MARKET,110211345,UTIB0004751,GOLE MARKET   999999,,,0,,,,,
17108,Axis Bank,RAMKATORA,221211901,UTIB0002768,RAMKATORA   999999,,,0,,,,,
17171,Axis Bank,"SINDHNUR, KARNATAKA",584211202,UTIB0000619,"SINDHNUR, KARNATAKA   999999",,,0,,,,,
17176,Axis Bank,"SAMBALPUR, ORISSA",768211002,UTIB0000306,"SAMBALPUR, ORISSA   999999",,,0,,,,,
17201,Axis Bank,"DAMOHNAKA, JABALPUR",482211002,UTIB0000864,"DAMOHNAKA, JABALPUR   999999",,,0,,,,,
17226,Axis Bank,GANGANAGAR,560211088,UTIB0003311,GANGANAGAR   999999,,,0,,,,,
16917,Axis Bank,"PANAMPILLY NAGAR, KOCHI",682211010,UTIB0001499,"PANAMPILLY NAGAR, KOCHI   999999",,,0,,,,,
16923,Axis Bank,DAHISAR (E),400211094,UTIB0001346,DAHISAR (E)   999999,,,0,,,,,
16929,Axis Bank,BAHARAMPUR[WEST BENGAL],742211002,UTIB0000163,BAHARAMPUR[WEST BENGAL]   999999,,,0,,,,,
16887,Axis Bank,"FULIA, WEST BENGAL",741211202,UTIB0000586,"FULIA, WEST BENGAL   999999",,,0,,,,,
16866,Axis Bank,MORADABAD [UTTAR PRADESH],244211002,UTIB0000282,MORADABAD [UTTAR PRADESH]   999999,,,0,,,,,
16875,Axis Bank,VAISHALI NAGAR [JAIPUR],302211004,UTIB0000311,VAISHALI NAGAR [JAIPUR]   999999,,,0,,,,,
16826,Axis Bank,METTUR,636211009,UTIB0001451,METTUR   999999,,,0,,,,,
16839,Axis Bank,KHARGONE,451211002,UTIB0000819,KHARGONE   999999,,,0,,,,,
16844,Axis Bank,KAZIPET,506211004,UTIB0003307,KAZIPET   999999,,,0,,,,,
16848,Axis Bank,PUNDRI,136211202,UTIB0004287,PUNDRI   999999,,,0,,,,,
16851,Axis Bank,VAV,384211992,UTIB0002428,VAV   999999,,,0,,,,,
16688,Axis Bank,MADHAV NAGAR (NAGPUR),440211004,UTIB0000639,MADHAV NAGAR (NAGPUR)   999999,,,0,,,,,
16648,Axis Bank,"HAZARIBAGH, JHARKHAND",825211002,UTIB0000613,"HAZARIBAGH, JHARKHAND   999999",,,0,,,,,
16649,Axis Bank,SHRI DUNGARGARH,331211005,UTIB0003887,SHRI DUNGARGARH   999999,,,0,,,,,
16650,Axis Bank,SECTOR FOUR BOKARO STEEL CITY,827211004,UTIB0005134,SECTOR FOUR BOKARO STEEL CITY   999999,,,0,,,,,
16677,Axis Bank,DHAMRAPORT,756211502,UTIB0001225,DHAMRAPORT   999999,,,0,,,,,
16722,Axis Bank,PRANTIJ,383211131,UTIB0004015,PRANTIJ   999999,,,0,,,,,
16729,Axis Bank,SIROHI,307211003,UTIB0003452,SIROHI   999999,,,0,,,,,
16735,Axis Bank,AYYAPPA NAGAR,560211106,UTIB0003665,AYYAPPA NAGAR   999999,,,0,,,,,
16737,Axis Bank,NELAMANGALA,560211037,UTIB0001285,NELAMANGALA   999999,,,0,,,,,
16525,Axis Bank,NARWANA,126211102,UTIB0001559,NARWANA   999999,,,0,,,,,
16509,Axis Bank,RAJAHMUNDRY (ANDHRA PRADESH),533211003,UTIB0000107,RAJAHMUNDRY (ANDHRA PRADESH)   999999,,,0,,,,,
16511,Axis Bank,CHATIWIND GATE AMRITSAR,143211029,UTIB0005130,CHATIWIND GATE AMRITSAR   999999,,,0,,,,,
16544,Axis Bank,GEORGE TOWN (CHENNAI),600211016,UTIB0000424,GEORGE TOWN (CHENNAI)   999999,,,0,,,,,
16548,Axis Bank,KANDI,742211502,UTIB0001404,KANDI   999999,,,0,,,,,
16564,Axis Bank,HATHRAS,204211002,UTIB0001331,HATHRAS   999999,,,0,,,,,
16573,AXIS BANK,COIMBATORE RAMANATHAPURAM,641211028,UTIB0004697,"COIMBATORE RAMANATHAPURAM NO 1935 & 1, T S NO. 10 & 1840 & 2E, TRICHY ROAD, RAMANATHAPURAM  641045",COIMBATORE,0,0,,,,,
16577,Axis Bank,RAJAM,532211152,UTIB0001328,RAJAM   999999,,,0,,,,,
16583,Axis Bank,BARIPADA,757211998,UTIB0000736,BARIPADA   999999,,,0,,,,,
16594,Axis Bank,P L PURAM,533211202,UTIB0000732,P L PURAM   999999,,,0,,,,,
16595,Axis Bank,ELECTRONIC COMPLEX (SALT LAKE),700211024,UTIB0000319,ELECTRONIC COMPLEX (SALT LAKE)   999999,,,0,,,,,
16600,Axis Bank,SANKARAN KOVIL,627211011,UTIB0003424,SANKARAN KOVIL   999999,,,0,,,,,
16461,Axis Bank,KALARHANGA,751211014,UTIB0002052,KALARHANGA   999999,,,0,,,,,
16462,Axis Bank,GAJRAULA,244211902,UTIB0001470,GAJRAULA   999999,,,0,,,,,
16442,Axis Bank,SHILLONG (MEGHALAYA),793211002,UTIB0000270,SHILLONG (MEGHALAYA)   999999,,,0,,,,,
16483,Axis Bank,INDIRA NAGAR,600211052,UTIB0001593,INDIRA NAGAR   999999,,,0,,,,,
16500,Axis Bank,BIRPARA,735211103,UTIB0004277,BIRPARA   999999,,,0,,,,,
16383,Axis Bank,LAKE GARDEN,700211135,UTIB0003150,LAKE GARDEN   999999,,,0,,,,,
16385,Axis Bank,SATHUVACHARI,632211005,UTIB0004264,SATHUVACHARI   999999,,,0,,,,,
16387,Axis Bank,RAJARAJESHWARI NAGAR,560211043,UTIB0001770,RAJARAJESHWARI NAGAR   999999,,,0,,,,,
16394,Axis Bank,MAHAMAYATALA,700211130,UTIB0003020,MAHAMAYATALA   999999,,,0,,,,,
16376,Axis Bank,JAGAMARA,751211015,UTIB0002290,JAGAMARA   999999,,,0,,,,,
16391,Axis Bank,PARAMAKUDI,623211102,UTIB0001502,PARAMAKUDI   999999,,,0,,,,,
16408,Axis Bank,GREATER NOIDA WEST,110211231,UTIB0003666,GREATER NOIDA WEST   999999,,,0,,,,,
16413,Axis Bank,"AZADPUR, NEW DELHI",110211073,UTIB0000895,"AZADPUR, NEW DELHI   999999",,,0,,,,,
16425,Axis Bank,FARIDABAD [HARYANA],110211034,UTIB0000348,FARIDABAD [HARYANA]   999999,,,0,,,,,
16324,Axis Bank,"AMBALA CITY, HARYANA",133211003,UTIB0000888,"AMBALA CITY, HARYANA   999999",,,0,,,,,
16328,Axis Bank,KUDASAN,380211050,UTIB0002646,KUDASAN   999999,,,0,,,,,
16227,Axis Bank,BOLPUR (WEST BENGAL),731211002,UTIB0000220,BOLPUR (WEST BENGAL)   999999,,,0,,,,,
